OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,TRACT GEO ID,NAME20,NAMELSAD20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,Shape_Leng,Tract Label,Shape__Area,Shape__Length
165,53,033,011300,53033011300,113,Census Tract,G5020,S,3419308,42220,+47.5273623,-122.3435690,27177.7501083,Tract 011300,37259033.8862152,27177.7501082778
166,53,033,011401,53033011401,114.01,Census Tract,G5020,S,1233155,0,+47.5297061,-122.3620280,17478.0591594,Tract 011401,13273369.14328,17478.0591593697
167,53,033,011402,53033011402,114.02,Census Tract,G5020,S,1186191,0,+47.5206654,-122.3646254,17325.026274,Tract 011402,12767866.8524475,17325.0262739486
168,53,033,011500,53033011500,115,Census Tract,G5020,S,1538373,0,+47.5301833,-122.3755330,19887.3089363,Tract 011500,16558652.7528534,19887.3089363126
169,53,033,011601,53033011601,116.01,Census Tract,G5020,S,1554538,184845,+47.5235901,-122.3885434,22018.3466053,Tract 011601,18722267.9729004,22018.3466052909
170,53,033,011602,53033011602,116.02,Census Tract,G5020,S,1565825,786358,+47.5338344,-122.3952427,28931.9366916,Tract 011602,25318244.5126038,28931.9366915371
171,53,033,011700,53033011700,117,Census Tract,G5020,S,3515808,0,+47.5201682,-122.2828633,29531.8332366,Tract 011700,37843428.3739319,29531.8332365768
172,53,033,011801,53033011801,118.01,Census Tract,G5020,S,1160802,630417,+47.5278065,-122.2655724,19919.6320005,Tract 011801,19280233.2323761,19919.6320004744
173,53,033,011802,53033011802,118.02,Census Tract,G5020,S,1139611,1037832,+47.5187835,-122.2586613,21145.9270674,Tract 011802,23437535.0083923,21145.9270673704
174,53,033,011901,53033011901,119.01,Census Tract,G5020,S,1682374,0,+47.5049971,-122.2650093,20466.2077876,Tract 011901,18108773.092453,20466.2077876044
175,53,033,011902,53033011902,119.02,Census Tract,G5020,S,1580686,1217487,+47.5100217,-122.2442425,34317.1012843,Tract 011902,30119075.6381073,34317.1012842348
176,53,033,012000,53033012000,120,Census Tract,G5020,S,1437048,0,+47.5128928,-122.3806115,16728.8938804,Tract 012000,15468128.1950531,16728.8938803922
177,53,033,012100,53033012100,121,Census Tract,G5020,S,1739952,1380849,+47.5075950,-122.3873799,30213.7772521,Tract 012100,33591769.8055115,30213.777252101
178,53,033,020100,53033020100,201,Census Tract,G5020,S,1766031,691541,+47.7707111,-122.3873610,20599.7463716,Tract 020100,26450756.5059814,20599.7463715743
179,53,033,020200,53033020200,202,Census Tract,G5020,S,2591500,0,+47.7716671,-122.3633577,21926.3970359,Tract 020200,27892229.1009521,21926.397035933
180,53,033,020301,53033020301,203.01,Census Tract,G5020,S,1262275,35402,+47.7719079,-122.3410989,15860.0552346,Tract 020301,13966806.3558044,15860.0552346526
181,53,033,020302,53033020302,203.02,Census Tract,G5020,S,1294795,10048,+47.7673420,-122.3392599,15873.3360183,Tract 020302,14044025.4796448,15873.336018315
182,53,033,020401,53033020401,204.01,Census Tract,G5020,S,2313023,0,+47.7708201,-122.3195433,25087.9681769,Tract 020401,24894950.9633789,25087.9681768591
183,53,033,020402,53033020402,204.02,Census Tract,G5020,S,2789589,0,+47.7695042,-122.2970351,25234.6997476,Tract 020402,30024263.1874084,25234.699747624
184,53,033,020500,53033020500,205,Census Tract,G5020,S,2722041,0,+47.7562524,-122.3138057,23368.0342219,Tract 020500,29297340.9772949,23368.0342218862
185,53,033,020600,53033020600,206,Census Tract,G5020,S,1980828,0,+47.7559993,-122.3320996,19113.9590335,Tract 020600,21319644.7750854,19113.9590335298
186,53,033,020700,53033020700,207,Census Tract,G5020,S,1711190,0,+47.7561637,-122.3473227,18658.0659794,Tract 020700,18417504.662262,18658.0659794084
187,53,033,020800,53033020800,208,Census Tract,G5020,S,3299066,698711,+47.7569770,-122.3716178,34662.8721441,Tract 020800,43028094.1229858,34662.8721441162
188,53,033,020900,53033020900,209,Census Tract,G5020,S,4540884,636482,+47.7432786,-122.3639033,31796.8609969,Tract 020900,55724362.5917969,31796.8609968787
189,53,033,021000,53033021000,210,Census Tract,G5020,S,2629269,5753,+47.7396007,-122.3357847,21313.7621968,Tract 021000,28360921.4993286,21313.762196828
190,53,033,021100,53033021100,211,Census Tract,G5020,S,2619718,0,+47.7412054,-122.3128854,21355.357747,Tract 021100,28196257.0582886,21355.3577469841
191,53,033,021300,53033021300,213,Census Tract,G5020,S,1784010,1204136,+47.7402939,-122.2869560,28122.9353912,Tract 021300,32161666.5930176,28122.9353911457
192,53,033,021400,53033021400,214,Census Tract,G5020,S,3136342,265701,+47.7507662,-122.2924491,36082.147323,Tract 021400,36616282.8100281,36082.1473229854
193,53,033,021500,53033021500,215,Census Tract,G5020,S,3457612,438417,+47.7643848,-122.2737863,29077.8666091,Tract 021500,41932838.3499451,29077.8666091048
194,53,033,021600,53033021600,216,Census Tract,G5020,S,2863323,163654,+47.7670311,-122.2582787,27105.7641717,Tract 021600,32579323.0469055,27105.7641716617
195,53,033,021701,53033021701,217.01,Census Tract,G5020,S,2573147,0,+47.7709407,-122.2375721,28237.3096797,Tract 021701,27694634.4009705,28237.3096797054
196,53,033,021702,53033021702,217.02,Census Tract,G5020,S,3048769,0,+47.7587336,-122.2334798,32303.0169265,Tract 021702,32813874.1686707,32303.0169265156
197,53,033,021802,53033021802,218.02,Census Tract,G5020,S,4892727,0,+47.7674671,-122.1726224,30443.7742706,Tract 021802,52660251.4235229,30443.7742706219
198,53,033,021803,53033021803,218.03,Census Tract,G5020,S,3273126,0,+47.7644399,-122.2145092,30494.0999767,Tract 021803,35228599.5751038,30494.0999767302
199,53,033,021804,53033021804,218.04,Census Tract,G5020,S,3100405,0,+47.7657296,-122.1963089,25062.2978813,Tract 021804,33369564.4874878,25062.2978812218
200,53,033,021903,53033021903,219.03,Census Tract,G5020,S,3175189,10680,+47.7176653,-122.1788517,31217.6299767,Tract 021903,34289992.6990662,31217.6299767379
201,53,033,021904,53033021904,219.04,Census Tract,G5020,S,3419305,0,+47.7229154,-122.1615736,28648.8407091,Tract 021904,36802368.0631409,28648.8407090984
202,53,033,021905,53033021905,219.05,Census Tract,G5020,S,2683422,0,+47.7430044,-122.1814339,32440.7943682,Tract 021905,28881810.2502136,32440.7943682099
203,53,033,021906,53033021906,219.06,Census Tract,G5020,S,3783792,0,+47.7406439,-122.1648554,34159.3951094,Tract 021906,40725250.1564941,34159.395109327
204,53,033,022001,53033022001,220.01,Census Tract,G5020,S,4477540,0,+47.7453001,-122.1988962,31914.7480283,Tract 022001,48191982.0589294,31914.748028304
205,53,033,022003,53033022003,220.03,Census Tract,G5020,S,2254686,0,+47.7257721,-122.1984943,20529.0294481,Tract 022003,24267408.1636658,20529.0294480652
206,53,033,022005,53033022005,220.05,Census Tract,G5020,S,2421648,0,+47.7116198,-122.1938925,22554.624257,Tract 022005,26064530.8919678,22554.6242569494
207,53,033,022006,53033022006,220.06,Census Tract,G5020,S,1409940,0,+47.7043423,-122.1992669,20961.6197003,Tract 022006,15175432.1850586,20961.6197002773
208,53,033,022101,53033022101,221.01,Census Tract,G5020,S,3593797,1650543,+47.7418845,-122.2559170,38132.9075737,Tract 022101,56445195.2067566,38132.9075736689
209,53,033,022102,53033022102,221.02,Census Tract,G5020,S,4679991,0,+47.7424731,-122.2259260,36708.3447021,Tract 022102,50371036.3961792,36708.3447021526
210,53,033,022201,53033022201,222.01,Census Tract,G5020,S,2290376,0,+47.7263403,-122.2320467,22881.3518875,Tract 022201,24651554.8537598,22881.3518874462
211,53,033,022203,53033022203,222.03,Census Tract,G5020,S,3134027,691133,+47.7078701,-122.2247809,30509.0629135,Tract 022203,41170871.684967,30509.0629135274
212,53,033,022204,53033022204,222.04,Census Tract,G5020,S,1603105,0,+47.7259013,-122.2150408,17859.9124512,Tract 022204,17254373.6864014,17859.9124511682
213,53,033,022205,53033022205,222.05,Census Tract,G5020,S,1010783,0,+47.7124231,-122.2132077,19082.6264707,Tract 022205,10879175.8863525,19082.626470729
214,53,033,022300,53033022300,223,Census Tract,G5020,S,5071395,5537735,+47.7138279,-122.2495245,49982.4726157,Tract 022300,114187691.186005,49982.4726156833
215,53,033,022401,53033022401,224.01,Census Tract,G5020,S,2402491,0,+47.6938359,-122.1997778,26729.0038873,Tract 022401,25858472.9823303,26729.0038873421
216,53,033,022402,53033022402,224.02,Census Tract,G5020,S,2219492,4175839,+47.6839644,-122.2157333,47140.8887513,Tract 022402,68834461.3032532,47140.8887513273
217,53,033,022501,53033022501,225.01,Census Tract,G5020,S,2472567,0,+47.6842794,-122.1881832,32099.2264188,Tract 022501,26612766.7704468,32099.2264187771
218,53,033,022502,53033022502,225.02,Census Tract,G5020,S,1264562,230572,+47.6742256,-122.1993098,18974.077252,Tract 022502,16092548.5319519,18974.077251996
219,53,033,022603,53033022603,226.03,Census Tract,G5020,S,2888544,23234,+47.6948197,-122.1716302,26446.4630516,Tract 022603,31340046.4335327,26446.463051603
220,53,033,022604,53033022604,226.04,Census Tract,G5020,S,2951989,0,+47.6762219,-122.1739912,23941.2427797,Tract 022604,31773022.2290955,23941.2427797379
221,53,033,022605,53033022605,226.05,Census Tract,G5020,S,4726391,0,+47.6914611,-122.1557449,38521.0667556,Tract 022605,50871154.8771362,38521.0667555801
222,53,033,022606,53033022606,226.06,Census Tract,G5020,S,2758122,27137,+47.6689188,-122.1547915,22810.2687468,Tract 022606,29978533.9450684,22810.2687468207
223,53,033,022701,53033022701,227.01,Census Tract,G5020,S,1607170,600718,+47.6548917,-122.2056786,27805.9306995,Tract 022701,23764203.2915649,27805.9306995523
224,53,033,022702,53033022702,227.02,Census Tract,G5020,S,2457576,0,+47.6568498,-122.1942540,23068.8389163,Tract 022702,26451623.5559692,23068.838916272
225,53,033,022703,53033022703,227.03,Census Tract,G5020,S,4190224,0,+47.6573020,-122.1758428,27473.1501742,Tract 022703,45100646.6816406,27473.1501741862
226,53,033,022802,53033022802,228.02,Census Tract,G5020,S,2660768,0,+47.6634066,-122.1350036,22590.5938459,Tract 022802,28638582.7624512,22590.5938459042
227,53,033,022803,53033022803,228.03,Census Tract,G5020,S,4772681,0,+47.6439330,-122.1312723,31450.7200691,Tract 022803,51369959.1082764,31450.7200691288
228,53,033,022804,53033022804,228.04,Census Tract,G5020,S,1021697,0,+47.6379751,-122.1474819,15605.1283723,Tract 022804,10996859.3792725,15605.1283723302
229,53,033,022805,53033022805,228.05,Census Tract,G5020,S,3842917,0,+47.6486766,-122.1547452,31213.3327922,Tract 022805,41362573.5903931,31213.3327922166
230,53,033,022901,53033022901,229.01,Census Tract,G5020,S,1485129,0,+47.6366049,-122.1183889,19262.772358,Tract 022901,15984956.8630981,19262.7723580011
231,53,033,022902,53033022902,229.02,Census Tract,G5020,S,3537566,1705282,+47.6403935,-122.1022780,40309.2950885,Tract 022902,56430605.7006531,40309.2950884954
232,53,033,023000,53033023000,230,Census Tract,G5020,S,3328634,2210425,+47.6217389,-122.1029997,40860.4044281,Tract 023000,59619127.1355896,40860.4044281211
233,53,033,023100,53033023100,231,Census Tract,G5020,S,2529558,1838407,+47.5973918,-122.1103224,39027.0870175,Tract 023100,47014456.0371704,39027.0870175432
234,53,033,023201,53033023201,232.01,Census Tract,G5020,S,1569244,0,+47.6186878,-122.1376170,17999.4010479,Tract 023201,16890416.7928162,17999.4010478587
235,53,033,023202,53033023202,232.02,Census Tract,G5020,S,1491213,0,+47.6178862,-122.1271368,17627.3305905,Tract 023202,16050581.3750916,17627.3305905325
236,53,033,023300,53033023300,233,Census Tract,G5020,S,3589674,248744,+47.6003452,-122.1289619,28242.6465062,Tract 023300,41314720.1738281,28242.6465062301
237,53,033,023401,53033023401,234.01,Census Tract,G5020,S,3707558,0,+47.5868216,-122.1468183,27632.0955851,Tract 023401,39906432.8673401,27632.0955850695
238,53,033,023403,53033023403,234.03,Census Tract,G5020,S,3354192,1962037,+47.5805595,-122.1141855,38239.005627,Tract 023403,57221476.9420166,38239.0056270329
239,53,033,023404,53033023404,234.04,Census Tract,G5020,S,1838932,1746971,+47.5669902,-122.0852231,31149.4662725,Tract 023404,38597233.8624268,31149.4662724886
240,53,033,023500,53033023500,235,Census Tract,G5020,S,2443751,0,+47.5917924,-122.1734356,22264.058937,Tract 023500,26303329.6971436,22264.0589370322
241,53,033,023601,53033023601,236.01,Census Tract,G5020,S,4627061,0,+47.6104071,-122.1717598,29796.0475214,Tract 023601,49803155.4594116,29796.0475213967
242,53,033,023603,53033023603,236.03,Census Tract,G5020,S,2017794,0,+47.6173889,-122.1507628,19096.1496285,Tract 023603,21718387.5535889,19096.1496285121
243,53,033,023604,53033023604,236.04,Census Tract,G5020,S,2904411,0,+47.5993994,-122.1538559,28206.690928,Tract 023604,31261558.453186,28206.6909280277
244,53,033,023701,53033023701,237.01,Census Tract,G5020,S,4192703,0,+47.6387236,-122.1767944,33123.1666963,Tract 023701,45127637.4210205,33123.1666962838
245,53,033,023702,53033023702,237.02,Census Tract,G5020,S,3498742,18268,+47.6240320,-122.1710306,30960.08339,Tract 023702,37855022.109314,30960.0833900089
246,53,033,023801,53033023801,238.01,Census Tract,G5020,S,3621819,0,+47.5956791,-122.1891073,30707.2633655,Tract 023801,38983488.2659912,30707.2633655052
247,53,033,023805,53033023805,238.05,Census Tract,G5020,S,329175,0,+47.6192553,-122.2016602,8010.15808015,Tract 023805,3543063.07635498,8010.15808016156
248,53,033,023806,53033023806,238.06,Census Tract,G5020,S,234791,0,+47.6192524,-122.1925281,6730.33472146,Tract 023806,2527159.78253174,6730.33472146196
249,53,033,023807,53033023807,238.07,Census Tract,G5020,S,886421,0,+47.6139313,-122.1999085,16374.271971,Tract 023807,9540923.01382446,16374.2719709827
250,53,033,023808,53033023808,238.08,Census Tract,G5020,S,308971,0,+47.6119127,-122.1938322,7644.70566452,Tract 023808,3325575.26898193,7644.70566452313
251,53,033,023901,53033023901,239.01,Census Tract,G5020,S,2453360,1775304,+47.5946966,-122.2087645,28381.1739002,Tract 023901,45515241.9716797,28381.1739002161
252,53,033,023902,53033023902,239.02,Census Tract,G5020,S,2470250,2350308,+47.5690000,-122.1887548,46265.6536823,Tract 023902,51886545.5951843,46265.6536823226
253,53,033,024001,53033024001,240.01,Census Tract,G5020,S,2811309,0,+47.6320617,-122.1991210,24227.0852875,Tract 024001,30259245.7794189,24227.0852874855
254,53,033,024002,53033024002,240.02,Census Tract,G5020,S,1624655,240155,+47.6183622,-122.2121125,25874.2512779,Tract 024002,20071712.8891907,25874.2512779204
255,53,033,024100,53033024100,241,Census Tract,G5020,S,4469122,1617421,+47.6445756,-122.2199938,38389.1364401,Tract 024100,65511653.6898499,38389.1364400803
256,53,033,024200,53033024200,242,Census Tract,G5020,S,3704669,11442083,+47.6348660,-122.2402688,74021.0088344,Tract 024200,163030283.430969,74021.0088344411
257,53,033,024301,53033024301,243.01,Census Tract,G5020,S,1381432,0,+47.5820465,-122.2335430,18863.5886315,Tract 024301,14869087.3623352,18863.588631447
258,53,033,024302,53033024302,243.02,Census Tract,G5020,S,2778562,8215200,+47.5926899,-122.2449557,55341.2452478,Tract 024302,118331585.003098,55341.2452477323
259,53,033,024400,53033024400,244,Census Tract,G5020,S,1670874,514968,+47.5788389,-122.2131521,24081.0782015,Tract 024400,23527457.0695496,24081.078201492
260,53,033,024500,53033024500,245,Census Tract,G5020,S,3838553,1901481,+47.5664296,-122.2170417,41471.7646459,Tract 024500,61783541.0280914,41471.7646459007
261,53,033,024601,53033024601,246.01,Census Tract,G5020,S,3968267,2707956,+47.5484570,-122.2237277,47332.6402429,Tract 024601,71860641.5188446,47332.6402428724
262,53,033,024602,53033024602,246.02,Census Tract,G5020,S,2893266,3542006,+47.5311198,-122.2338107,36894.4307754,Tract 024602,69267586.3477478,36894.4307753752
263,53,033,024701,53033024701,247.01,Census Tract,G5020,S,2637026,0,+47.5615487,-122.1806659,28692.3897951,Tract 024701,28383992.9261169,28692.3897950894
264,53,033,024703,53033024703,247.03,Census Tract,G5020,S,3750917,0,+47.5280151,-122.1851357,29083.2014737,Tract 024703,40373925.8053436,29083.2014736603
265,53,033,024704,53033024704,247.04,Census Tract,G5020,S,2649459,804870,+47.5396112,-122.1898817,37844.4448347,Tract 024704,37181338.2775421,37844.4448347252
266,53,033,024800,53033024800,248,Census Tract,G5020,S,3770491,0,+47.5743868,-122.1520699,41309.8258697,Tract 024800,40583949.2448578,41309.8258696495
267,53,033,024901,53033024901,249.01,Census Tract,G5020,S,3024840,0,+47.5633934,-122.1568428,26964.3722809,Tract 024901,32558183.1374664,26964.3722808594
268,53,033,024902,53033024902,249.02,Census Tract,G5020,S,2029991,0,+47.5653697,-122.1337183,27975.803584,Tract 024902,21849998.7619019,27975.8035840459
269,53,033,024904,53033024904,249.04,Census Tract,G5020,S,2083512,0,+47.5461877,-122.1463703,32623.3431501,Tract 024904,22426228.874588,32623.3431501
270,53,033,024905,53033024905,249.05,Census Tract,G5020,S,2880072,0,+47.5542223,-122.1375616,34391.7167831,Tract 024905,31000015.4516449,34391.7167831415
271,53,033,025001,53033025001,250.01,Census Tract,G5020,S,3696779,28798,+47.5379558,-122.1689468,40869.8326963,Tract 025001,40100945.4893951,40869.8326962735
272,53,033,025005,53033025005,250.05,Census Tract,G5020,S,7684828,0,+47.5306824,-122.1466867,41530.765433,Tract 025005,82717483.4098358,41530.7654330632
273,53,033,025006,53033025006,250.06,Census Tract,G5020,S,22409780,0,+47.5269279,-122.0986626,70104.8078699,Tract 025006,241213247.3591,70104.8078698702
274,53,033,025007,53033025007,250.07,Census Tract,G5020,S,4176855,0,+47.5529149,-122.1054184,37654.6131384,Tract 025007,44958166.9644165,37654.6131384145
275,53,033,025008,53033025008,250.08,Census Tract,G5020,S,2260533,0,+47.5638066,-122.1122579,23999.4196653,Tract 025008,24331506.1831665,23999.4196653224
276,53,033,025101,53033025101,251.01,Census Tract,G5020,S,2935516,0,+47.5093920,-122.1549957,25224.0396611,Tract 025101,31597352.6519318,25224.0396611145
277,53,033,025103,53033025103,251.03,Census Tract,G5020,S,1599178,0,+47.4947076,-122.1557587,20935.5605783,Tract 025103,17213368.0635986,20935.5605783454
278,53,033,025104,53033025104,251.04,Census Tract,G5020,S,4632994,0,+47.4992681,-122.1355354,31323.8097861,Tract 025104,49868953.4918976,31323.8097860703
279,53,033,025201,53033025201,252.01,Census Tract,G5020,S,1699715,0,+47.5078428,-122.1923034,24984.6897965,Tract 025201,18295452.4554291,24984.6897964738
280,53,033,025202,53033025202,252.02,Census Tract,G5020,S,2767327,0,+47.5121074,-122.1764378,28818.5702301,Tract 025202,29786918.401947,28818.570230128
281,53,033,025302,53033025302,253.02,Census Tract,G5020,S,4025029,2443067,+47.4920105,-122.2153547,59691.3383032,Tract 025302,69621863.2961273,59691.3383031505
282,53,033,025303,53033025303,253.03,Census Tract,G5020,S,1888021,0,+47.4913584,-122.1998442,21125.0238213,Tract 025303,20322458.3122559,21125.023821284
283,53,033,025304,53033025304,253.04,Census Tract,G5020,S,1854877,2019824,+47.5178634,-122.2078846,30252.2202671,Tract 025304,41706463.0002289,30252.2202671226
284,53,033,025401,53033025401,254.01,Census Tract,G5020,S,1199148,0,+47.4977587,-122.1813358,18155.1262304,Tract 025401,12907432.6200409,18155.1262304215
285,53,033,025402,53033025402,254.02,Census Tract,G5020,S,1101467,0,+47.4910343,-122.1867087,15119.4482513,Tract 025402,11856079.6821136,15119.4482513026
286,53,033,025500,53033025500,255,Census Tract,G5020,S,1525774,0,+47.4970782,-122.1699572,17915.3346795,Tract 025500,16423210.7555237,17915.3346794345
287,53,033,025601,53033025601,256.01,Census Tract,G5020,S,2809358,0,+47.4828415,-122.1749934,26001.9451712,Tract 025601,30239720.7452087,26001.9451711365
288,53,033,025602,53033025602,256.02,Census Tract,G5020,S,5269483,0,+47.4777777,-122.1491990,38066.3944666,Tract 025602,56720455.2080383,38066.3944665498
289,53,033,025702,53033025702,257.02,Census Tract,G5020,S,2782780,0,+47.4635505,-122.1642790,28088.6572849,Tract 025702,29953912.0667267,28088.6572849291
290,53,033,025703,53033025703,257.03,Census Tract,G5020,S,944219,0,+47.4659530,-122.1987897,13776.3595091,Tract 025703,10163565.5004272,13776.3595090727
291,53,033,025704,53033025704,257.04,Census Tract,G5020,S,2923198,0,+47.4735006,-122.1884561,27038.3876032,Tract 025704,31465225.3812256,27038.3876032787
292,53,033,025803,53033025803,258.03,Census Tract,G5020,S,1343483,0,+47.4503896,-122.1784570,16727.2838505,Tract 025803,14461358.2243347,16727.2838504473
293,53,033,025804,53033025804,258.04,Census Tract,G5020,S,2364694,0,+47.4547820,-122.1691753,28463.6474536,Tract 025804,25453670.3181763,28463.6474535812
294,53,033,025805,53033025805,258.05,Census Tract,G5020,S,2427753,0,+47.4546858,-122.1937967,23225.5971313,Tract 025805,26132456.8240662,23225.5971312864
295,53,033,025806,53033025806,258.06,Census Tract,G5020,S,2936653,150317,+47.4550034,-122.2107374,29087.1915785,Tract 025806,33228311.9025726,29087.19157849
296,53,033,026001,53033026001,260.01,Census Tract,G5020,S,2660203,0,+47.4988699,-122.2358957,28445.5542073,Tract 026001,28634083.2638702,28445.5542072589
297,53,033,026003,53033026003,260.03,Census Tract,G5020,S,1133278,1607,+47.4792093,-122.2424677,21317.330979,Tract 026003,12215882.9802704,21317.3309789949
298,53,033,026004,53033026004,260.04,Census Tract,G5020,S,1634546,0,+47.4905387,-122.2230349,20967.3519799,Tract 026004,17594108.486496,20967.3519798354
299,53,033,026101,53033026101,261.01,Census Tract,G5020,S,2706291,7108,+47.4871294,-122.2513766,32446.7230408,Tract 026101,29206790.0077362,32446.7230408174
300,53,033,026102,53033026102,261.02,Census Tract,G5020,S,1576655,0,+47.4949418,-122.2498458,19354.7060643,Tract 026102,16970938.7835236,19354.7060642706
301,53,033,026200,53033026200,262,Census Tract,G5020,S,15386966,508436,+47.4591441,-122.2435898,57981.6937811,Tract 026200,171098522.479538,57981.6937811406
302,53,033,026300,53033026300,263,Census Tract,G5020,S,4224982,323989,+47.5036921,-122.2847033,48479.8698748,Tract 026300,48964373.6552277,48479.8698747842
303,53,033,026400,53033026400,264,Census Tract,G5020,S,4724320,294417,+47.5090918,-122.3112029,46084.5049564,Tract 026400,54020898.4150848,46084.5049564273
304,53,033,026500,53033026500,265,Census Tract,G5020,S,2045074,1625,+47.5130046,-122.3382273,27697.0726867,Tract 026500,22030303.0381165,27697.0726866656
305,53,033,026600,53033026600,266,Census Tract,G5020,S,1160392,0,+47.5128460,-122.3632681,15954.1588806,Tract 026600,12490277.8070526,15954.1588805389
306,53,033,026700,53033026700,267,Census Tract,G5020,S,3084838,419292,+47.4962149,-122.3638882,27549.1400351,Tract 026700,37718018.6628876,27549.1400350894
307,53,033,026801,53033026801,268.01,Census Tract,G5020,S,1541369,3031,+47.5076338,-122.3433587,22488.5634487,Tract 026801,16623647.0732117,22488.5634486956
308,53,033,026802,53033026802,268.02,Census Tract,G5020,S,2035736,18135,+47.4978290,-122.3413234,21664.5123843,Tract 026802,22107608.163559,21664.5123843067
309,53,033,027000,53033027000,270,Census Tract,G5020,S,1978896,12524,+47.4976819,-122.3219067,19214.1833787,Tract 027000,21435422.2724457,19214.1833787309
310,53,033,027100,53033027100,271,Census Tract,G5020,S,1566609,0,+47.4920578,-122.2998501,21343.3462095,Tract 027100,16862781.6569672,21343.346209484
311,53,033,027200,53033027200,272,Census Tract,G5020,S,3245737,84995,+47.4867948,-122.2813197,31312.6923279,Tract 027200,35851746.8688049,31312.6923279366
312,53,033,027300,53033027300,273,Census Tract,G5020,S,3549642,5405,+47.4805960,-122.2985241,25866.0894631,Tract 027300,38266352.1919098,25866.0894630573
313,53,033,027400,53033027400,274,Census Tract,G5020,S,3325455,0,+47.4827326,-122.3236114,25002.9379258,Tract 027400,35795006.4726257,25002.9379257809
314,53,033,027500,53033027500,275,Census Tract,G5020,S,2229526,0,+47.4816357,-122.3411720,20607.3756972,Tract 027500,23998528.9338837,20607.3756972372
315,53,033,027600,53033027600,276,Census Tract,G5020,S,2854126,1287647,+47.4756660,-122.3586455,38754.4735013,Tract 027600,44581927.8260803,38754.4735013367
316,53,033,027701,53033027701,277.01,Census Tract,G5020,S,44157315,9775801,+47.4509608,-122.4764915,121553.009776,Tract 027701,580540256.899719,121553.00977607
317,53,033,027702,53033027702,277.02,Census Tract,G5020,S,51502878,23418662,+47.3758443,-122.4365251,133559.491155,Tract 027702,806487247.050827,133559.491155241
318,53,033,027800,53033027800,278,Census Tract,G5020,S,2582664,1104566,+47.4515094,-122.3679231,32228.771455,Tract 027800,39689576.1990204,32228.77145499
319,53,033,027901,53033027901,279.01,Census Tract,G5020,S,1866614,156045,+47.4629628,-122.3529063,24262.6457851,Tract 027901,21771979.391571,24262.6457850307
320,53,033,027902,53033027902,279.02,Census Tract,G5020,S,1488964,0,+47.4668558,-122.3415310,18354.0363176,Tract 027902,16027207.8396606,18354.036317569
321,53,033,028000,53033028000,280,Census Tract,G5020,S,1951003,0,+47.4667160,-122.3244687,21054.177495,Tract 028000,21000624.5046539,21054.1774950254
322,53,033,028100,53033028100,281,Census Tract,G5020,S,1590422,0,+47.4687361,-122.2988958,18626.154693,Tract 028100,17119268.9920807,18626.1546929957
323,53,033,028200,53033028200,282,Census Tract,G5020,S,2658633,612,+47.4656308,-122.2755633,23587.6026378,Tract 028200,28624178.2121124,23587.6026378038
324,53,033,028300,53033028300,283,Census Tract,G5020,S,8153490,139520,+47.4314308,-122.2689984,62770.8885162,Tract 028300,89267276.0600128,62770.8885162637
325,53,033,028402,53033028402,284.02,Census Tract,G5020,S,8518208,0,+47.4504671,-122.3032766,46239.7269658,Tract 028402,91690647.0723419,46239.7269658333
326,53,033,028403,53033028403,284.03,Census Tract,G5020,S,2075832,32666,+47.4388123,-122.2834050,19246.3356527,Tract 028403,22696147.2384949,19246.3356526951
327,53,033,028500,53033028500,285,Census Tract,G5020,S,3509793,0,+47.4454085,-122.3248135,34190.837128,Tract 028500,37779743.8496246,34190.8371280764
328,53,033,028600,53033028600,286,Census Tract,G5020,S,6378626,1972936,+47.4329749,-122.3446892,54723.6365378,Tract 028600,89897507.5976715,54723.636537837
329,53,033,028700,53033028700,287,Census Tract,G5020,S,2675319,0,+47.4212394,-122.3278018,23258.3036186,Tract 028700,28797724.0556335,23258.3036186162
330,53,033,028801,53033028801,288.01,Census Tract,G5020,S,5221717,0,+47.4207125,-122.3085621,32941.645596,Tract 028801,56207664.7754822,32941.6455959863
331,53,033,028802,53033028802,288.02,Census Tract,G5020,S,2397498,415838,+47.4249280,-122.2883103,28775.9103098,Tract 028802,30283245.2372742,28775.9103097794
332,53,033,028901,53033028901,289.01,Census Tract,G5020,S,2295692,415797,+47.4026302,-122.3203514,27909.2533831,Tract 028901,29187237.8656006,27909.2533830721
333,53,033,028902,53033028902,289.02,Census Tract,G5020,S,2065170,0,+47.3993990,-122.3017520,24179.1094377,Tract 028902,22230167.0756226,24179.1094376984
334,53,033,029001,53033029001,290.01,Census Tract,G5020,S,2565840,1021619,+47.3840072,-122.3220797,27185.3909698,Tract 029001,38616761.074295,27185.390969816
335,53,033,029003,53033029003,290.03,Census Tract,G5020,S,2568431,0,+47.3825199,-122.3057587,32322.1270466,Tract 029003,27647609.0920715,32322.1270466244
336,53,033,029004,53033029004,290.04,Census Tract,G5020,S,1827762,0,+47.3798558,-122.2968868,30601.2609721,Tract 029004,19674748.9054871,30601.2609721392
337,53,033,029101,53033029101,291.01,Census Tract,G5020,S,3368999,166228,+47.3978567,-122.2786386,38712.9111211,Tract 029101,38054324.7346802,38712.9111211145
338,53,033,029102,53033029102,291.02,Census Tract,G5020,S,2567137,0,+47.3798860,-122.2841327,24992.3483217,Tract 029102,27633705.604538,24992.3483217257
